M,K,clue_fraction,iterations,exact_acc
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,4,0
2000,400,0.05,4,0
2000,400,0.05,6,0
2000,400,0.05,6,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,5,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,5,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,5,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,5,0
2000,400,0.1,5,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,7,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.1,6,0
2000,400,0.1,5,0
2000,400,0.1,6,0
2000,400,0.1,7,0
2000,400,0.1,6,0
2000,400,0.1,8,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,4,0
2000,400,0.1,6,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,7,0
2000,400,0.15,6,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,7,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,8,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,6,0
2000,400,0.15,6,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,6,0
2000,400,0.15,5,0
2000,400,0.15,5,0
2000,400,0.15,8,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,6,0
2000,400,0.15,7,0
2000,400,0.15,5,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,8,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,8,0
2000,400,0.15,4,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,6,0
2000,400,0.15,5,0
2000,400,0.15,6,0
2000,400,0.15,4,0
2000,400,0.15,5,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.15,4,0
2000,400,0.2,6,0
2000,400,0.2,6,0
2000,400,0.2,7,0
2000,400,0.2,8,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,6,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,6,0
2000,400,0.2,7,0
2000,400,0.2,4,0
2000,400,0.2,8,0
2000,400,0.2,6,0
2000,400,0.2,6,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,7,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,7,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,7,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,6,0
2000,400,0.2,6,0
2000,400,0.2,6,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,7,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,8,0
2000,400,0.2,6,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,7,0
2000,400,0.2,5,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,6,0
2000,400,0.2,5,0
2000,400,0.2,6,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,6,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,9,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,4,0
2000,400,0.2,5,0
2000,400,0.2,7,0
2000,400,0.2,5,0
2000,400,0.25,4,0
2000,400,0.25,8,0
2000,400,0.25,6,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,6,0
2000,400,0.25,6,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,5,0
2000,400,0.25,5,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,7,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,8,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,7,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,8,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,8,0
2000,400,0.25,8,0
2000,400,0.25,7,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,7,0
2000,400,0.25,6,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,7,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,4,0
2000,400,0.25,4,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.25,4,0
2000,400,0.25,6,0
2000,400,0.25,5,0
2000,400,0.25,5,0
2000,400,0.25,6,0
2000,400,0.3,6,0
2000,400,0.3,4,0
2000,400,0.3,3,1
2000,400,0.3,7,0
2000,400,0.3,3,1
2000,400,0.3,4,0
2000,400,0.3,5,0
2000,400,0.3,6,0
2000,400,0.3,5,0
2000,400,0.3,5,0
2000,400,0.3,4,0
2000,400,0.3,4,1
2000,400,0.3,4,1
2000,400,0.3,5,0
2000,400,0.3,6,0
2000,400,0.3,6,0
2000,400,0.3,7,0
2000,400,0.3,3,1
2000,400,0.3,3,1
2000,400,0.3,6,0
2000,400,0.3,3,1
2000,400,0.3,6,0
2000,400,0.3,4,1
2000,400,0.3,6,0
2000,400,0.3,6,0
2000,400,0.3,3,1
2000,400,0.3,5,0
2000,400,0.3,4,0
2000,400,0.3,8,0
2000,400,0.3,5,0
2000,400,0.3,8,0
2000,400,0.3,5,0
2000,400,0.3,5,0
2000,400,0.3,8,0
2000,400,0.3,5,0
2000,400,0.3,5,0
2000,400,0.3,6,0
2000,400,0.3,6,0
2000,400,0.3,7,0
2000,400,0.3,8,0
2000,400,0.3,4,0
2000,400,0.3,4,0
2000,400,0.3,6,0
2000,400,0.3,5,0
2000,400,0.3,5,0
2000,400,0.3,4,1
2000,400,0.3,4,0
2000,400,0.3,5,0
2000,400,0.3,6,0
2000,400,0.3,7,0
2000,400,0.3,4,0
2000,400,0.3,5,0
2000,400,0.3,4,0
2000,400,0.3,4,0
2000,400,0.3,3,1
2000,400,0.3,8,0
2000,400,0.3,5,0
2000,400,0.3,3,1
2000,400,0.3,4,1
2000,400,0.3,5,0
2000,400,0.3,8,0
2000,400,0.3,4,0
2000,400,0.3,3,1
2000,400,0.3,4,0
2000,400,0.3,6,0
2000,400,0.3,4,1
2000,400,0.3,6,0
2000,400,0.3,4,1
2000,400,0.3,5,0
2000,400,0.3,6,0
2000,400,0.3,6,0
2000,400,0.3,7,0
2000,400,0.3,8,0
2000,400,0.3,5,0
2000,400,0.3,10,0
2000,400,0.3,5,0
2000,400,0.3,6,0
2000,400,0.3,8,0
2000,400,0.3,6,0
2000,400,0.3,5,0
2000,400,0.3,6,0
2000,400,0.3,6,0
2000,400,0.3,6,0
2000,400,0.3,4,0
2000,400,0.3,5,0
2000,400,0.3,4,1
2000,400,0.3,9,0
2000,400,0.3,7,0
2000,400,0.3,5,0
2000,400,0.3,4,0
2000,400,0.3,3,1
2000,400,0.3,6,0
2000,400,0.3,4,1
2000,400,0.3,5,0
2000,400,0.3,4,0
2000,400,0.3,11,0
2000,400,0.3,5,0
2000,400,0.3,5,0
2000,400,0.3,5,0
2000,400,0.3,8,0
2000,400,0.35,7,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,6,0
2000,400,0.35,8,0
2000,400,0.35,6,0
2000,400,0.35,5,0
2000,400,0.35,4,1
2000,400,0.35,5,0
2000,400,0.35,6,0
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,5,0
2000,400,0.35,5,0
2000,400,0.35,4,1
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,2,1
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,9,0
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,4,1
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,7,0
2000,400,0.35,5,0
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,8,0
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,7,0
2000,400,0.35,6,0
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,7,0
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,6,0
2000,400,0.35,4,1
2000,400,0.35,6,0
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,5,0
2000,400,0.35,4,1
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,7,0
2000,400,0.35,6,0
2000,400,0.35,5,1
2000,400,0.35,3,1
2000,400,0.35,7,0
2000,400,0.35,3,1
2000,400,0.35,4,1
2000,400,0.35,7,0
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,5,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,5,0
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,6,0
2000,400,0.35,3,1
2000,400,0.35,3,1
2000,400,0.35,4,1
2000,400,0.35,7,0
2000,400,0.35,5,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,7,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,5,0
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,4,1
2000,400,0.4,3,1
2000,400,0.4,5,0
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,5,0
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,6,0
2000,400,0.4,6,0
2000,400,0.4,3,1
2000,400,0.4,4,1
2000,400,0.4,5,0
2000,400,0.4,7,0
2000,400,0.4,2,1
2000,400,0.4,7,0
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,4,0
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,5,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,4,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,5,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,5,0
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,7,0
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,4,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,2,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,9,0
2000,400,0.4,3,1
2000,400,0.4,4,1
2000,400,0.4,2,1
2000,400,0.4,3,1
2000,400,0.4,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,4,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,4,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.45,2,1
2000,400,0.45,3,1
2000,400,0.45,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,3,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,3,1
2000,400,0.5,3,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.5,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,3,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
2000,400,0.55,2,1
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,6,0
500,150,0.05,16,0
500,150,0.05,6,0
500,150,0.05,14,0
500,150,0.05,10,0
500,150,0.05,14,0
500,150,0.05,6,0
500,150,0.05,14,0
500,150,0.05,12,0
500,150,0.05,14,0
500,150,0.05,7,0
500,150,0.05,3,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,7,0
500,150,0.05,14,0
500,150,0.05,4,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,6,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,16,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,7,0
500,150,0.05,5,0
500,150,0.05,8,0
500,150,0.05,14,0
500,150,0.05,5,0
500,150,0.05,6,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
